country,min_local_price,max_local_price,min_usd,max_usd,min_price,max_price,price_active,sort_order,created_at,updated_at
BI,-1,-1,0,0,0,0,1,1,05-05-22 12:05,05-05-22 12:05
BI,400000,400000,0,0,1,0,1,1,05-05-22 12:05,05-05-22 12:05
BI,500000,500000,0,0,0,0,1,1,05-05-22 12:05,05-05-22 12:05
BI,600000,600000,0,0,0,0,1,1,05-05-22 12:05,05-05-22 12:05
BI,700000,700000,0,0,0,1,1,1,05-05-22 12:05,05-05-22 12:05
